dropID,掉落包名,packID,randomtype,type,注释,itemID,amount,dropProb,,,
665,树岛森林—世界树6,21066,2,14,红色通用果实,790006,5,10000,,道具,独立随机
666,树岛森林—世界树7,21067,2,14,蓝色通用果实,790003,0,0,,道具,独立随机
667,树岛森林—世界树7,21067,2,14,紫色通用果实,790004,0,0,,道具,独立随机
668,树岛森林—世界树7,21067,2,14,金色通用果实,790005,0,0,,道具,独立随机
669,树岛森林—世界树7,21067,2,14,红色通用果实,790006,7,10000,,道具,独立随机
670,双子岛—金币岛1,21071,1,8,金币,2,120000,1000,,钱币,圆桌随机
671,双子岛—金币岛1,21071,1,8,金币,2,108000,6000,,钱币,圆桌随机
672,双子岛—金币岛1,21071,1,8,金币,2,96000,3000,,钱币,圆桌随机
673,双子岛—金币岛2,21072,1,8,金币,2,160000,1000,,钱币,圆桌随机
674,双子岛—金币岛2,21072,1,8,金币,2,144000,6000,,钱币,圆桌随机
675,双子岛—金币岛2,21072,1,8,金币,2,128000,3000,,钱币,圆桌随机
676,双子岛—金币岛3,21073,1,8,金币,2,200000,1000,,钱币,圆桌随机
677,双子岛—金币岛3,21073,1,8,金币,2,180000,6000,,钱币,圆桌随机
678,双子岛—金币岛3,21073,1,8,金币,2,160000,3000,,钱币,圆桌随机
679,双子岛—金币岛4,21074,1,8,金币,2,240000,1000,,钱币,圆桌随机
680,双子岛—金币岛4,21074,1,8,金币,2,216000,6000,,钱币,圆桌随机
681,双子岛—金币岛4,21074,1,8,金币,2,192000,3000,,钱币,圆桌随机
682,双子岛—金币岛5,21075,1,8,金币,2,280000,1000,,钱币,圆桌随机
683,双子岛—金币岛5,21075,1,8,金币,2,252000,6000,,钱币,圆桌随机
684,双子岛—金币岛5,21075,1,8,金币,2,224000,3000,,钱币,圆桌随机
685,双子岛—金币岛6,21076,1,8,金币,2,320000,1000,,钱币,圆桌随机
686,双子岛—金币岛6,21076,1,8,金币,2,288000,6000,,钱币,圆桌随机
687,双子岛—金币岛6,21076,1,8,金币,2,256000,3000,,钱币,圆桌随机
688,双子岛—金币岛7,21077,1,8,金币,2,360000,1000,,钱币,圆桌随机
689,双子岛—金币岛7,21077,1,8,金币,2,324000,6000,,钱币,圆桌随机
690,双子岛—金币岛7,21077,1,8,金币,2,288000,3000,,钱币,圆桌随机
691,双子岛—水晶岛1,21081,1,16,红水晶,16,16000,1000,,精魂,圆桌随机
692,双子岛—水晶岛1,21081,1,16,红水晶,16,14400,6000,,精魂,圆桌随机
693,双子岛—水晶岛1,21081,1,16,红水晶,16,12800,3000,,精魂,圆桌随机
694,双子岛—水晶岛2,21082,1,16,红水晶,16,20000,1000,,精魂,圆桌随机
695,双子岛—水晶岛2,21082,1,16,红水晶,16,18000,6000,,精魂,圆桌随机
696,双子岛—水晶岛2,21082,1,16,红水晶,16,16000,3000,,精魂,圆桌随机
697,双子岛—水晶岛3,21083,1,16,红水晶,16,24000,1000,,精魂,圆桌随机
698,双子岛—水晶岛3,21083,1,16,红水晶,16,21600,6000,,精魂,圆桌随机
699,双子岛—水晶岛3,21083,1,16,红水晶,16,19200,3000,,精魂,圆桌随机
700,双子岛—水晶岛4,21084,1,16,红水晶,16,28000,1000,,精魂,圆桌随机
701,双子岛—水晶岛4,21084,1,16,红水晶,16,25200,6000,,精魂,圆桌随机
702,双子岛—水晶岛4,21084,1,16,红水晶,16,22400,3000,,精魂,圆桌随机
703,双子岛—水晶岛5,21085,1,16,红水晶,16,32000,1000,,精魂,圆桌随机
704,双子岛—水晶岛5,21085,1,16,红水晶,16,28800,6000,,精魂,圆桌随机
705,双子岛—水晶岛5,21085,1,16,红水晶,16,25600,3000,,精魂,圆桌随机
706,双子岛—水晶岛6,21086,1,16,红水晶,16,36000,1000,,精魂,圆桌随机
707,双子岛—水晶岛6,21086,1,16,红水晶,16,32400,6000,,精魂,圆桌随机
708,双子岛—水晶岛6,21086,1,16,红水晶,16,28800,3000,,精魂,圆桌随机
709,双子岛—水晶岛7,21087,1,16,红水晶,16,40000,1000,,精魂,圆桌随机
710,双子岛—水晶岛7,21087,1,16,红水晶,16,36000,6000,,精魂,圆桌随机
711,双子岛—水晶岛7,21087,1,16,红水晶,16,32000,3000,,精魂,圆桌随机
712,训练家之丘宝箱1,22001,1,0,S 精灵碎片,10031,1,1500,,掉落包,圆桌随机
713,训练家之丘宝箱1,22001,1,0,S 专属碎片,10032,1,1500,,掉落包,圆桌随机
714,训练家之丘宝箱1,22001,1,0,果实池,10033,1,1500,,掉落包,圆桌随机
715,训练家之丘宝箱1,22001,1,0,材料池,10034,1,1500,,掉落包,圆桌随机
716,训练家之丘宝箱1,22001,1,14,金币道具1,140001,1,800,,道具,圆桌随机
717,训练家之丘宝箱1,22001,1,14,金币道具2,140002,1,600,,道具,圆桌随机
718,训练家之丘宝箱1,22001,1,14,金币道具3,140003,1,400,,道具,圆桌随机
719,训练家之丘宝箱1,22001,1,14,金币道具4,140004,1,150,,道具,圆桌随机
720,训练家之丘宝箱1,22001,1,14,金币道具5,140005,1,50,,道具,圆桌随机
721,训练家之丘宝箱1,22001,1,14,水晶道具1,150001,1,800,,道具,圆桌随机
722,训练家之丘宝箱1,22001,1,14,水晶道具2,150002,1,600,,道具,圆桌随机
723,训练家之丘宝箱1,22001,1,14,水晶道具3,150003,1,400,,道具,圆桌随机
724,训练家之丘宝箱1,22001,1,14,水晶道具4,150004,1,150,,道具,圆桌随机
725,训练家之丘宝箱1,22001,1,14,水晶道具5,150005,1,50,,道具,圆桌随机
726,训练家之丘宝箱2,22002,1,0,S 精灵碎片,10031,2,1500,,掉落包,圆桌随机
727,训练家之丘宝箱2,22002,1,0,S 专属碎片,10032,2,1500,,掉落包,圆桌随机
728,训练家之丘宝箱2,22002,1,0,果实池,10033,2,1500,,掉落包,圆桌随机
729,训练家之丘宝箱2,22002,1,0,材料池,10034,2,1500,,掉落包,圆桌随机
730,训练家之丘宝箱2,22002,1,14,金币道具1,140001,2,800,,道具,圆桌随机
731,训练家之丘宝箱2,22002,1,14,金币道具2,140002,2,600,,道具,圆桌随机
732,训练家之丘宝箱2,22002,1,14,金币道具3,140003,2,400,,道具,圆桌随机
733,训练家之丘宝箱2,22002,1,14,金币道具4,140004,2,150,,道具,圆桌随机
734,训练家之丘宝箱2,22002,1,14,金币道具5,140005,2,50,,道具,圆桌随机
735,训练家之丘宝箱2,22002,1,14,水晶道具1,150001,2,800,,道具,圆桌随机
736,训练家之丘宝箱2,22002,1,14,水晶道具2,150002,2,600,,道具,圆桌随机
737,训练家之丘宝箱2,22002,1,14,水晶道具3,150003,2,400,,道具,圆桌随机
738,训练家之丘宝箱2,22002,1,14,水晶道具4,150004,2,150,,道具,圆桌随机
739,训练家之丘宝箱2,22002,1,14,水晶道具5,150005,2,50,,道具,圆桌随机
740,训练家之丘宝箱3,22003,1,0,S 精灵碎片,10031,3,1800,,掉落包,圆桌随机
741,训练家之丘宝箱3,22003,1,0,S 专属碎片,10032,3,1800,,掉落包,圆桌随机
742,训练家之丘宝箱3,22003,1,0,果实池,10033,3,1800,,掉落包,圆桌随机
743,训练家之丘宝箱3,22003,1,0,材料池,10034,3,1800,,掉落包,圆桌随机
744,训练家之丘宝箱3,22003,1,14,金币道具3,140003,3,900,,道具,圆桌随机
745,训练家之丘宝箱3,22003,1,14,金币道具4,140004,3,400,,道具,圆桌随机
746,训练家之丘宝箱3,22003,1,14,金币道具5,140005,3,100,,道具,圆桌随机
747,训练家之丘宝箱3,22003,1,14,水晶道具3,150003,3,900,,道具,圆桌随机
748,训练家之丘宝箱3,22003,1,14,水晶道具4,150004,3,400,,道具,圆桌随机
749,训练家之丘宝箱3,22003,1,14,水晶道具5,150005,3,100,,道具,圆桌随机
750,普通副本掉落,23000,1,0,精灵碎片,10031,1,1000,,掉落包,圆桌随机
751,普通副本掉落,23000,1,0,精灵碎片,10030,1,9000,,掉落包,圆桌随机
752,普通副本掉落,23001,2,8,钱币,8,3000,10000,,钱币,独立随机
753,普通副本掉落,23001,2,16,精魂,16,500,10000,,精魂,独立随机
754,普通副本掉落,23001,2,13,扫荡券,13,1,200,,扫荡券,独立随机
755,普通副本掉落,23001,2,0,精灵碎片,23000,1,5000,,掉落包,独立随机
756,精英副本掉落,23002,2,8,钱币,8,6000,10000,,钱币,独立随机
757,精英副本掉落,23002,2,16,精魂,16,1000,10000,,精魂,独立随机
758,精英副本掉落,23002,2,13,扫荡券,13,1,400,,扫荡券,独立随机
759,精英副本掉落,23002,2,0,精灵碎片,10031,1,0,,掉落包,独立随机
760,精英副本掉落,23002,2,13,扫荡券,13,2,200,,扫荡券,独立随机
761,精英副本掉落,23002,2,0,专属碎片,10032,1,0,,掉落包,独立随机
762,普通副本,24001,2,14,通用·甜桃,790003,1,10000,,道具,独立随机
763,普通副本,24002,2,14,水·冰瓜,750003,1,10000,,道具,独立随机
764,普通副本,24003,2,14,火·辣茄,740003,1,10000,,道具,独立随机
765,普通副本,24004,2,14,光·酸柠,770003,1,10000,,道具,独立随机
766,普通副本,24005,2,14,麻布,710001,1,10000,,道具,独立随机
767,普通副本,24006,2,14,皮革,710002,1,10000,,道具,独立随机
768,普通副本,24007,2,14,铁矿石,720002,1,10000,,道具,独立随机
769,普通副本,24008,2,14,棉布,710003,1,10000,,道具,独立随机
770,普通副本,24009,2,14,辉铜矿,720003,1,10000,,道具,独立随机
771,普通副本,24010,2,14,妖木,730003,1,10000,,道具,独立随机
772,普通副本,24011,2,14,暗·紫椰,780003,1,10000,,道具,独立随机
773,普通副本,24012,2,14,木·绿姆果,760003,1,10000,,道具,独立随机
774,普通副本,24013,2,14,通用·粉蕉,790004,1,10000,,道具,独立随机
775,普通副本,24014,2,14,丝绸,710004,1,10000,,道具,独立随机
776,普通副本,24015,2,14,水·水葡萄,750004,1,10000,,道具,独立随机
777,普通副本,24016,2,14,碎银块,720004,1,10000,,道具,独立随机
778,普通副本,24017,2,14,火·红蔓莓,740004,1,10000,,道具,独立随机
779,普通副本,24018,2,14,暗纹木,730004,1,10000,,道具,独立随机
780,普通副本,24019,2,14,光·嘉宝果,770004,1,10000,,道具,独立随机
781,普通副本,24020,2,14,暗·紫莓,780004,1,10000,,道具,独立随机
782,普通副本,24021,2,14,木·苦琏,760004,1,10000,,道具,独立随机
783,普通副本,24022,2,14,通用·粉枇杷,790005,1,10000,,道具,独立随机
784,普通副本,24023,2,14,兽皮,710005,1,10000,,道具,独立随机
785,普通副本,24024,2,14,水·莲雾果,750005,1,10000,,道具,独立随机
786,普通副本,24025,2,14,褐金矿,720005,1,10000,,道具,独立随机
787,普通副本,24026,2,14,火·麻雾果,740005,1,10000,,道具,独立随机
788,普通副本,24027,2,14,珍珠木,730005,1,10000,,道具,独立随机
789,普通副本,24028,2,14,光·灯笼果,770005,1,10000,,道具,独立随机
790,普通副本,24029,2,14,暗·暗葫芦,780005,1,10000,,道具,独立随机
791,普通副本,24030,2,14,木·黄斑青果,760005,1,10000,,道具,独立随机
792,普通副本,24031,2,14,通用·阿开果,790006,1,10000,,道具,独立随机
793,普通副本,24032,2,14,星羽绡,710006,1,10000,,道具,独立随机
794,普通副本,24033,2,14,水·冰迦果,750006,1,10000,,道具,独立随机
795,普通副本,24034,2,14,秘晶,720006,1,10000,,道具,独立随机
796,普通副本,24035,2,14,火·赤迦果,740006,1,10000,,道具,独立随机
797,普通副本,24036,2,14,血木,730006,1,10000,,道具,独立随机
798,普通副本,24037,2,14,光·奇拉果,770006,1,10000,,道具,独立随机
799,普通副本,24038,2,14,暗·龙佳果,780006,1,10000,,道具,独立随机
800,普通副本,24039,2,14,木·绿毛丹,760006,1,10000,,道具,独立随机
801,普通副本,24040,2,2,0,2,1,10000,,元宝,独立随机
802,普通副本,24101,2,14,麻布,710001,1,8000,,道具,独立随机
803,普通副本,24102,2,14,皮革,710002,1,6666,,道具,独立随机
804,普通副本,24102,2,14,铁矿石,720002,1,6666,,道具,独立随机
805,普通副本,24103,2,14,棉布,710003,1,5000,,道具,独立随机
806,普通副本,24103,2,14,辉铜矿,720003,1,5000,,道具,独立随机
807,普通副本,24103,2,14,妖木,730003,1,5000,,道具,独立随机
808,普通副本,24104,2,14,丝绸,710004,1,3333,,道具,独立随机
809,普通副本,24104,2,14,碎银块,720004,1,3333,,道具,独立随机
810,普通副本,24104,2,14,暗纹木,730004,1,3333,,道具,独立随机
811,普通副本,24105,2,14,兽皮,710005,1,2222,,道具,独立随机
812,普通副本,24105,2,14,褐金矿,720005,1,2222,,道具,独立随机
813,普通副本,24105,2,14,珍珠木,730005,1,2222,,道具,独立随机
814,普通副本,24106,2,14,星羽绡,710006,1,1111,,道具,独立随机
815,普通副本,24106,2,14,秘晶,720006,1,1111,,道具,独立随机
816,普通副本,24106,2,14,血木,730006,1,1111,,道具,独立随机
817,普通副本,24107,2,14,彩虹绢,710007,1,556,,道具,独立随机
818,普通副本,24107,2,14,梦星陨,720007,1,556,,道具,独立随机
819,普通副本,24107,2,14,精灵木,730007,1,556,,道具,独立随机
820,普通副本,24201,2,0,白色材料,24101,1,3040,,掉落包,独立随机
821,普通副本,24202,2,0,白色材料,24101,1,3040,,掉落包,独立随机
822,普通副本,24202,2,0,绿色材料,24102,1,2535,,掉落包,独立随机
823,普通副本,24203,2,0,白色材料,24101,1,3040,,掉落包,独立随机
824,普通副本,24203,2,0,绿色材料,24102,1,2535,,掉落包,独立随机
825,普通副本,24203,2,0,蓝色材料,24103,1,1900,,掉落包,独立随机
826,普通副本,24204,2,0,白色材料,24101,1,3040,,掉落包,独立随机
827,普通副本,24204,2,0,绿色材料,24102,1,2535,,掉落包,独立随机
828,普通副本,24204,2,0,蓝色材料,24103,1,1900,,掉落包,独立随机
829,普通副本,24204,2,0,紫色材料,24104,1,1265,,掉落包,独立随机
830,普通副本,24205,2,0,白色材料,24101,1,3040,,掉落包,独立随机
831,普通副本,24205,2,0,绿色材料,24102,1,2535,,掉落包,独立随机
832,普通副本,24205,2,0,蓝色材料,24103,1,1900,,掉落包,独立随机
833,普通副本,24205,2,0,紫色材料,24104,1,1265,,掉落包,独立随机
834,普通副本,24205,2,0,金色材料,24105,1,840,,掉落包,独立随机
835,普通副本,24206,2,0,白色材料,24101,1,3040,,掉落包,独立随机
836,普通副本,24206,2,0,绿色材料,24102,1,2535,,掉落包,独立随机
837,普通副本,24206,2,0,蓝色材料,24103,1,1900,,掉落包,独立随机
838,普通副本,24206,2,0,紫色材料,24104,1,1265,,掉落包,独立随机
839,普通副本,24206,2,0,金色材料,24105,1,840,,掉落包,独立随机
840,普通副本,24206,2,0,红色材料,24106,1,420,,掉落包,独立随机
841,普通副本,24201,2,0,基础掉落,23001,1,10000,,掉落包,独立随机
842,普通副本,24202,2,0,基础掉落,23001,1,10000,,掉落包,独立随机
843,普通副本,24203,2,0,基础掉落,23001,1,10000,,掉落包,独立随机
844,普通副本,24204,2,0,基础掉落,23001,1,10000,,掉落包,独立随机
845,普通副本,24205,2,0,基础掉落,23001,1,10000,,掉落包,独立随机
846,普通副本,24206,2,0,基础掉落,23001,1,10000,,掉落包,独立随机
847,精英副本,25001,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
848,精英副本,25002,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
849,精英副本,25003,2,14,精英副本——精灵碎片,21000357,1,10000,,道具,独立随机
850,精英副本,25004,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
851,精英副本,25005,2,14,精英副本——精灵碎片,21000356,1,10000,,道具,独立随机
852,精英副本,25006,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
853,精英副本,25007,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
854,精英副本,25008,2,14,精英副本——精灵碎片,21000352,1,10000,,道具,独立随机
855,精英副本,25009,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
856,精英副本,25010,2,14,精英副本——精灵碎片,21000353,1,10000,,道具,独立随机
857,精英副本,25011,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
858,精英副本,25012,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
859,精英副本,25013,2,14,精英副本——精灵碎片,21000350,1,10000,,道具,独立随机
860,精英副本,25014,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
861,精英副本,25015,2,14,精英副本——精灵碎片,21000349,1,10000,,道具,独立随机
862,精英副本,25016,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
863,精英副本,25017,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
864,精英副本,25018,2,14,精英副本——精灵碎片,21000347,1,10000,,道具,独立随机
865,精英副本,25019,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
866,精英副本,25020,2,14,精英副本——精灵碎片,21000331,1,10000,,道具,独立随机
867,精英副本,25021,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
868,精英副本,25022,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
869,精英副本,25023,2,14,精英副本——精灵碎片,21000359,1,10000,,道具,独立随机
870,精英副本,25024,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
871,精英副本,25025,2,14,精英副本——精灵碎片,21000345,1,10000,,道具,独立随机
872,精英副本,25026,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
873,精英副本,25027,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
874,精英副本,25028,2,14,精英副本——精灵碎片,21000379,1,10000,,道具,独立随机
875,精英副本,25029,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
876,精英副本,25030,2,14,精英副本——精灵碎片,21000355,1,10000,,道具,独立随机
877,精英副本,25031,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
878,精英副本,25032,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
879,精英副本,25033,2,14,精英副本——精灵碎片,21000378,1,10000,,道具,独立随机
880,精英副本,25034,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
881,精英副本,25035,2,14,精英副本——精灵碎片,21000388,1,10000,,道具,独立随机
882,精英副本,25036,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
883,精英副本,25037,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
884,精英副本,25038,2,14,精英副本——精灵碎片,21000377,1,10000,,道具,独立随机
885,精英副本,25039,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
886,精英副本,25040,2,14,精英副本——精灵碎片,21000387,1,10000,,道具,独立随机
887,精英副本,25041,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
888,精英副本,25042,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
889,精英副本,25043,2,14,精英副本——精灵碎片,21000376,1,10000,,道具,独立随机
890,精英副本,25044,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
891,精英副本,25045,2,14,精英副本——精灵碎片,21000386,1,10000,,道具,独立随机
892,精英副本,25046,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
893,精英副本,25047,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
894,精英副本,25048,2,14,精英副本——精灵碎片,21000370,1,10000,,道具,独立随机
895,精英副本,25049,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
896,精英副本,25050,2,14,精英副本——精灵碎片,21000369,1,10000,,道具,独立随机
897,精英副本,25051,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
898,精英副本,25052,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
899,精英副本,25053,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
900,精英副本,25054,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
901,精英副本,25055,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
902,精英副本,25056,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
903,精英副本,25057,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
904,精英副本,25058,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
905,精英副本,25059,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
906,精英副本,25060,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
907,精英副本,25061,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
908,精英副本,25062,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
909,精英副本,25063,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
910,精英副本,25064,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
911,精英副本,25065,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
912,精英副本,25066,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
913,精英副本,25067,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
914,精英副本,25068,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
915,精英副本,25069,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
916,精英副本,25070,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
917,精英副本,25071,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
918,精英副本,25072,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
919,精英副本,25073,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
920,精英副本,25074,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
921,精英副本,25075,2,2,精英副本——精灵碎片,2,0,0,,元宝,独立随机
922,精英副本,25001,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
923,精英副本,25002,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
924,精英副本,25003,2,14,精英副本——专属装备碎片,350057,1,10000,,道具,独立随机
925,精英副本,25004,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
926,精英副本,25005,2,14,精英副本——专属装备碎片,350056,1,10000,,道具,独立随机
927,精英副本,25006,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
928,精英副本,25007,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
929,精英副本,25008,2,14,精英副本——专属装备碎片,350052,1,10000,,道具,独立随机
930,精英副本,25009,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
931,精英副本,25010,2,14,精英副本——专属装备碎片,350053,1,10000,,道具,独立随机
932,精英副本,25011,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
933,精英副本,25012,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
934,精英副本,25013,2,14,精英副本——专属装备碎片,350050,1,10000,,道具,独立随机
935,精英副本,25014,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
936,精英副本,25015,2,14,精英副本——专属装备碎片,350049,1,10000,,道具,独立随机
937,精英副本,25016,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
938,精英副本,25017,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
939,精英副本,25018,2,14,精英副本——专属装备碎片,350047,1,10000,,道具,独立随机
940,精英副本,25019,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
941,精英副本,25020,2,14,精英副本——专属装备碎片,350031,1,10000,,道具,独立随机
942,精英副本,25021,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
943,精英副本,25022,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
944,精英副本,25023,2,14,精英副本——专属装备碎片,350059,1,10000,,道具,独立随机
945,精英副本,25024,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
946,精英副本,25025,2,14,精英副本——专属装备碎片,350045,1,10000,,道具,独立随机
947,精英副本,25026,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
948,精英副本,25027,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
949,精英副本,25028,2,14,精英副本——专属装备碎片,350079,1,10000,,道具,独立随机
950,精英副本,25029,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
951,精英副本,25030,2,14,精英副本——专属装备碎片,350055,1,10000,,道具,独立随机
952,精英副本,25031,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
953,精英副本,25032,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
954,精英副本,25033,2,14,精英副本——专属装备碎片,350078,1,10000,,道具,独立随机
955,精英副本,25034,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
956,精英副本,25035,2,14,精英副本——专属装备碎片,350088,1,10000,,道具,独立随机
957,精英副本,25036,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
958,精英副本,25037,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
959,精英副本,25038,2,14,精英副本——专属装备碎片,350077,1,10000,,道具,独立随机
960,精英副本,25039,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
961,精英副本,25040,2,14,精英副本——专属装备碎片,350087,1,10000,,道具,独立随机
962,精英副本,25041,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
963,精英副本,25042,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
964,精英副本,25043,2,14,精英副本——专属装备碎片,350076,1,10000,,道具,独立随机
965,精英副本,25044,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
966,精英副本,25045,2,14,精英副本——专属装备碎片,350086,1,10000,,道具,独立随机
967,精英副本,25046,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
968,精英副本,25047,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
969,精英副本,25048,2,14,精英副本——专属装备碎片,350070,1,10000,,道具,独立随机
970,精英副本,25049,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
971,精英副本,25050,2,14,精英副本——专属装备碎片,350069,1,10000,,道具,独立随机
972,精英副本,25051,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
973,精英副本,25052,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
974,精英副本,25053,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
975,精英副本,25054,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
976,精英副本,25055,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
977,精英副本,25056,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
978,精英副本,25057,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
979,精英副本,25058,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
980,精英副本,25059,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
981,精英副本,25060,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
982,精英副本,25061,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
983,精英副本,25062,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
984,精英副本,25063,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
985,精英副本,25064,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
986,精英副本,25065,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
987,精英副本,25066,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
988,精英副本,25067,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
989,精英副本,25068,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
990,精英副本,25069,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
991,精英副本,25070,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
992,精英副本,25071,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
993,精英副本,25072,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
994,精英副本,25073,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
995,精英副本,25074,2,2,精英副本——专属装备碎片,2,0,0,,元宝,独立随机
