id,single_defend_win_desc,single_defend_lose_dese,defend_count_desc,multiple1,horn1,red_paper_desc,multiple2,horn2,red_paper_count,red_paper
75,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
76,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
77,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
78,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
79,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
80,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
81,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
82,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
83,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
84,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
85,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
86,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
87,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
88,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
89,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
90,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
91,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
92,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
93,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
94,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
95,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
96,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
97,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
98,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
99,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
100,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
