id,single_win_desc,single_lose_desc,unions_win_desc,multiple1,horn1,red_paper_desc,multiple2,horn2,red_paper_count,red_paper
99,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
100,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
101,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
102,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
103,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
104,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
105,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
106,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
107,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
108,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
109,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
110,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
111,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
112,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
113,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
114,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
115,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
116,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
117,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
118,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
119,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
120,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
121,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
122,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
123,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
124,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
125,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
126,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
127,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
128,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
129,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
130,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
131,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
132,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
133,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
134,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
135,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
136,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
137,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
138,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
139,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
140,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
141,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
142,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
143,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
144,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
145,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
146,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
147,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
